date,Ward_No,mean
8/19/2018,3,-1.036854523
8/19/2018,4,-0.940716198
8/19/2018,5,-1.1328393970000001
8/19/2018,6,-1.145745587
8/19/2018,7,-1.089078527
8/19/2018,8,-1.274807947
8/19/2018,9,-1.259624788
8/19/2018,10,-0.721864588
8/19/2018,11,-0.562029811
8/19/2018,22,0.000136
8/19/2018,23,-1.117066144
8/19/2018,24,-0.942340702
8/20/2018,12,-1.1690828690000001
8/20/2018,13,-1.190910509
8/20/2018,14,-1.237036084
8/20/2018,15,-1.5333968169999999
8/20/2018,16,-0.67133699
8/20/2018,17,-0.783142089
8/20/2018,18,-1.10097391
8/20/2018,19,-1.176817979
8/20/2018,20,-1.340948235
8/20/2018,21,-1.459887282
8/20/2018,1,-0.8925218309999999
8/20/2018,2,-0.837107543
8/20/2018,3,-0.736292004
8/20/2018,4,-0.7043175970000001
8/20/2018,5,-0.828041063
8/20/2018,6,-0.863544878
8/20/2018,7,-0.905100035
8/20/2018,8,-1.036472091
8/20/2018,9,-1.094697815
8/20/2018,10,-0.866657087
8/20/2018,11,-1.5239287519999998
8/20/2018,22,-1.456747588
8/20/2018,23,-1.115250311
8/20/2018,24,-0.996942722
8/21/2018,12,-1.22935235
8/21/2018,13,-1.2195122840000001
8/21/2018,14,-1.2912964409999999
8/21/2018,15,-1.236625843
8/21/2018,16,-1.170545729
8/21/2018,17,-1.184013915
8/21/2018,18,-1.2700761790000001
8/21/2018,19,-1.2550320640000001
8/21/2018,20,-1.2573081259999999
8/21/2018,21,-1.270302243
8/21/2018,1,-1.268191685
8/21/2018,2,-1.227939631
8/21/2018,3,-1.227893088
8/21/2018,4,-1.281113121
8/21/2018,5,-1.246302629
8/21/2018,6,-1.247603046
8/21/2018,7,-1.2486365259999999
8/21/2018,8,-1.216602001
8/21/2018,9,-1.26328532
8/21/2018,10,-1.227418512
8/21/2018,11,-1.2447524140000001
8/21/2018,22,-1.241652224
8/21/2018,23,-1.288217425
8/21/2018,24,-1.251954639
8/22/2018,12,-0.231439266
8/22/2018,13,-0.062244905999999996
8/22/2018,14,-0.275806145
8/22/2018,15,0.05765165200000001
8/22/2018,16,-0.291924886
8/22/2018,17,-0.297314135
8/22/2018,18,-0.247228329
8/22/2018,19,-0.240433597
8/22/2018,20,-0.272081265
8/22/2018,21,-0.270007068
8/22/2018,1,-0.565888039
8/22/2018,2,-0.41243673399999997
8/22/2018,3,-0.43748541
8/22/2018,4,-0.4800848820000001
8/22/2018,5,-0.41377552
8/22/2018,6,-0.389940141
8/22/2018,7,-0.393033599
8/22/2018,8,-0.273717737
8/22/2018,9,-0.26592509999999997
8/22/2018,10,-0.28821626300000003
8/22/2018,11,-0.05140751
8/22/2018,22,-0.091809111
8/22/2018,23,-0.250326239
8/22/2018,24,-0.272600374
8/23/2018,12,-0.673556101
8/23/2018,13,-0.583742664
8/23/2018,14,-0.117281379
8/23/2018,15,-0.8094685979999999
8/23/2018,16,-0.361546583
8/23/2018,17,-0.141398974
8/23/2018,18,-0.04953583599999999
8/23/2018,19,-0.233114066
8/23/2018,20,-0.30507866
8/23/2018,21,-0.623436115
8/23/2018,1,-0.314214095
8/23/2018,2,-0.542262228
8/23/2018,3,-0.44786556
8/23/2018,4,-0.41406961
8/23/2018,5,-0.486169786
8/23/2018,6,-0.245093151
8/23/2018,7,-0.38444453799999995
8/23/2018,8,-0.067320572
8/23/2018,9,-0.184978361
8/23/2018,10,-0.697986511
8/23/2018,11,-0.6961305440000001
8/23/2018,22,-0.520733907
8/23/2018,23,0.087073582
8/23/2018,24,-0.38781700399999997
8/24/2018,12,-1.64334458
8/24/2018,13,-1.147326208
8/24/2018,14,-1.344166428
8/24/2018,15,-1.0025320309999999
8/24/2018,16,-1.410509372
8/24/2018,17,-1.321033513
8/24/2018,18,-1.170351689
8/24/2018,19,-1.0782559109999998
8/24/2018,20,-0.986720646
8/24/2018,21,-1.215961352
8/24/2018,1,-0.897910965
8/24/2018,2,-0.863645091
8/24/2018,3,-0.897684432
8/24/2018,4,-1.014567787
8/24/2018,5,-0.8651915309999999
8/24/2018,6,-0.911229395
8/24/2018,7,-0.672574652
8/24/2018,8,-1.124317396
8/24/2018,9,-0.9557371170000001
8/24/2018,10,-1.5487175169999998
8/24/2018,11,-1.144708892
8/24/2018,22,-1.074479298
8/24/2018,23,-1.130698456
8/24/2018,24,-1.212311851
8/25/2018,12,-1.713949875
8/25/2018,13,-1.5309601330000002
8/25/2018,14,-1.769281659
8/25/2018,15,-1.0815776129999999
8/25/2018,16,-1.765133314
8/25/2018,17,-1.821609819
8/25/2018,18,-1.817782143
8/25/2018,19,-1.916410959
8/25/2018,20,-1.641827875
8/25/2018,21,-1.284851351
8/25/2018,1,-1.6594799880000002
8/25/2018,2,-1.782978789
8/25/2018,3,-1.763375497
8/25/2018,4,-1.713755066
8/25/2018,5,-1.79377096
8/25/2018,6,-1.796917244
8/25/2018,7,-1.800651842
8/25/2018,8,-1.821756214
8/25/2018,9,-1.845147273
8/25/2018,10,-1.738109013
8/25/2018,11,-1.269559724
8/25/2018,22,-1.133879574
8/25/2018,23,-1.856981302
8/25/2018,24,-1.807918794
8/26/2018,12,-1.279701648
8/26/2018,13,-1.133649723
8/26/2018,14,-1.6357573090000002
8/26/2018,15,-1.633858894
8/26/2018,16,-1.6985149640000001
8/26/2018,17,-1.702256075
8/26/2018,18,-1.561379071
8/26/2018,19,-1.5492661840000002
8/26/2018,20,-1.643395147
8/26/2018,21,-1.686814359
8/26/2018,1,-2.142810983
8/26/2018,2,-2.129500389
8/26/2018,3,-2.129500389
8/26/2018,4,-2.112651039
8/26/2018,5,-2.116995418
8/26/2018,6,-1.8792703259999999
8/26/2018,7,-2.0257681130000003
8/26/2018,8,-1.6181115819999998
8/26/2018,9,-1.729146736
8/26/2018,10,-1.552320647
8/26/2018,11,-1.569026803
8/26/2018,22,-1.644781209
8/26/2018,23,-1.706578711
8/26/2018,24,-1.563259874
8/27/2018,12,0.021698618
8/27/2018,13,0.00902739
8/27/2018,14,0.054793742
8/27/2018,15,0.065727665
8/27/2018,16,0.094507239
8/27/2018,17,0.05874006900000001
8/27/2018,18,0.02557957
8/27/2018,19,0.020211636
8/27/2018,20,0.11339925699999999
8/27/2018,21,0.119708463
8/27/2018,1,0.032259486000000004
8/27/2018,2,0.127202705
8/27/2018,3,0.083060855
8/27/2018,4,0.099003671
8/27/2018,5,0.12781996699999998
8/27/2018,6,0.135033471
8/27/2018,7,0.086281501
8/27/2018,8,0.038735808
8/27/2018,9,0.037493455
8/27/2018,10,0.05081654099999999
8/27/2018,11,0.08732464599999999
8/27/2018,22,0.10069802300000001
8/27/2018,23,0.027231201
8/27/2018,24,0.018512158
8/28/2018,12,-0.195433982
8/28/2018,13,-0.09462326300000001
8/28/2018,14,-0.643310072
8/28/2018,15,-0.541935202
8/28/2018,16,-0.319098046
8/28/2018,17,-0.400649108
8/28/2018,18,-0.5602283339999999
8/28/2018,19,-0.539837307
8/28/2018,20,-0.48855504299999997
8/28/2018,21,-0.6646063489999999
8/28/2018,1,-0.4450800999999999
8/28/2018,2,-0.44880754100000003
8/28/2018,3,-0.450249732
8/28/2018,4,-0.488033144
8/28/2018,5,-0.441510134
8/28/2018,6,-0.40380623200000004
8/28/2018,7,-0.4329816070000001
8/28/2018,8,-0.400209497
8/28/2018,9,-0.4098152470000001
8/28/2018,10,-0.41260268899999997
8/28/2018,11,-0.666411912
8/28/2018,22,-0.664471106
8/28/2018,23,-0.535532974
8/28/2018,24,-0.5171327179999999
8/29/2018,12,-0.8186114090000001
8/29/2018,13,-0.7648676240000001
8/29/2018,14,-0.7858892340000001
8/29/2018,15,-0.7972264459999999
8/29/2018,16,-0.810196203
8/29/2018,17,-1.0449830009999999
8/29/2018,18,-0.7129375509999999
8/29/2018,19,-1.020319849
8/29/2018,20,-1.060773123
8/29/2018,21,-0.660320637
8/29/2018,1,-0.865211724
8/29/2018,2,-0.765420207
8/29/2018,3,-0.8304926090000001
8/29/2018,4,-0.966904075
8/29/2018,5,-0.93799369
8/29/2018,6,-1.010554748
8/29/2018,7,-1.0008578909999999
8/29/2018,8,-1.00772854
8/29/2018,9,-0.8821640140000001
8/29/2018,10,-0.690395435
8/29/2018,11,-0.6188728720000001
8/29/2018,22,-0.736954648
8/29/2018,23,-0.8402479559999999
8/29/2018,24,-0.946902832
8/30/2018,12,-0.226501685
8/30/2018,13,-0.763996094
8/30/2018,14,0.16690007099999998
8/30/2018,15,-0.571895091
8/30/2018,16,-0.261866987
8/30/2018,17,-0.00492773
8/30/2018,18,0.075833379
8/30/2018,19,0.386023057
8/30/2018,20,-0.12418889
8/30/2018,21,-0.581091555
8/30/2018,1,-0.985994122
8/30/2018,2,-1.096656252
8/30/2018,3,-1.102136257
8/30/2018,4,-1.298128913
8/30/2018,5,-1.092717924
8/30/2018,6,-0.7096812459999999
8/30/2018,7,-1.057810076
8/30/2018,8,-0.051225198
8/30/2018,9,-0.341071101
8/30/2018,10,-0.143479206
8/30/2018,11,-0.84642938
8/30/2018,22,-0.594602951
8/30/2018,23,-0.41081072
8/30/2018,24,0.23101275899999998
8/31/2018,12,-1.290483179
8/31/2018,13,-1.283523037
8/31/2018,14,-1.197132417
8/31/2018,15,-1.187871224
8/31/2018,16,-1.137748464
8/31/2018,17,-1.135269143
8/31/2018,18,-1.168335356
8/31/2018,19,-1.188931742
8/31/2018,20,-1.216847154
8/31/2018,21,-1.374297435
8/31/2018,1,-1.198378236
8/31/2018,2,-0.899490605
8/31/2018,3,-1.24406239
8/31/2018,4,-1.345586475
8/31/2018,5,-1.085134012
8/31/2018,6,-1.129777679
8/31/2018,7,-1.2562434409999998
8/31/2018,8,-1.140316536
8/31/2018,9,-1.144393742
8/31/2018,10,-1.252016215
8/31/2018,11,-1.3662771880000002
8/31/2018,22,-1.302153712
8/31/2018,23,-1.168889007
8/31/2018,24,-1.215882409
9/1/2018,12,0.441154528
9/1/2018,13,0.68426471
9/1/2018,14,0.138185022
9/1/2018,15,0.53894005
9/1/2018,16,0.45093032299999997
9/1/2018,17,0.47863994200000004
9/1/2018,18,0.48841475
9/1/2018,19,0.337059726
9/1/2018,20,0.30928813899999996
9/1/2018,21,0.34407799
9/1/2018,1,-0.328873568
9/1/2018,2,-0.021823093
9/1/2018,3,-0.21582641600000002
9/1/2018,4,-0.463034647
9/1/2018,5,0.12297313
9/1/2018,6,0.588431524
9/1/2018,7,0.309263628
9/1/2018,8,0.574947292
9/1/2018,9,0.561025807
9/1/2018,10,0.446084938
9/1/2018,11,0.358334224
9/1/2018,22,0.597744329
9/1/2018,23,0.491618546
9/1/2018,24,0.46588516399999996
9/2/2018,12,-0.587841177
9/2/2018,13,-0.5490963839999999
9/2/2018,14,0.017802246
9/2/2018,15,-0.6436744000000001
9/2/2018,16,-0.592963659
9/2/2018,17,-0.6619619929999999
9/2/2018,18,-0.615688805
9/2/2018,19,-0.14296046
9/2/2018,20,-0.3945254620000001
9/2/2018,21,-0.338868748
9/2/2018,1,-0.33717462
9/2/2018,2,-0.369763739
9/2/2018,3,-0.31995584899999996
9/2/2018,4,-0.266207657
9/2/2018,5,-0.36643479
9/2/2018,6,-0.6899663909999999
9/2/2018,7,-0.21428757899999998
9/2/2018,8,-0.697152793
9/2/2018,9,-0.6070792779999999
9/2/2018,10,-0.596625802
9/2/2018,11,-0.727911213
9/2/2018,22,-0.57552056
9/2/2018,23,-0.4675615320000001
9/2/2018,24,-0.603274387
9/3/2018,12,-0.829855624
9/3/2018,13,-0.6861112909999999
9/3/2018,14,0.268626517
9/3/2018,15,-0.136081479
9/3/2018,16,-1.038281078
9/3/2018,17,-0.940870031
9/3/2018,18,-0.402609801
9/3/2018,19,-0.147015255
9/3/2018,20,0.443046145
9/3/2018,21,0.328692828
9/3/2018,1,-1.014714355
9/3/2018,2,-0.930914792
9/3/2018,3,-0.9404949020000001
9/3/2018,4,-0.999689408
9/3/2018,5,-0.934455785
9/3/2018,6,-0.890788006
9/3/2018,7,-0.802628047
9/3/2018,8,-0.816945655
9/3/2018,9,-0.748631603
9/3/2018,10,-0.779931138
9/3/2018,11,-0.073975446
9/3/2018,22,0.042870362999999995
9/3/2018,23,-0.39103029100000003
9/3/2018,24,-0.510465038
9/4/2018,12,-1.20735924
9/4/2018,13,-1.050103245
9/4/2018,14,-0.6786548590000001
9/4/2018,15,-0.163888169
9/4/2018,16,-0.789745745
9/4/2018,17,-0.29980469
9/4/2018,18,-0.19709171600000008
9/4/2018,19,-0.40059629399999996
9/4/2018,20,-0.229871359
9/4/2018,21,-0.5304000289999999
9/4/2018,1,-0.612795121
9/4/2018,2,-0.232958103
9/4/2018,3,-0.338529786
9/4/2018,4,-0.345611529
9/4/2018,5,-0.241658592
9/4/2018,6,-0.20938493100000002
9/4/2018,7,-0.3863621270000001
9/4/2018,8,-0.147242549
9/4/2018,9,-0.484561429
9/4/2018,10,-0.987229221
9/4/2018,11,-0.409493
9/4/2018,22,-0.154925342
9/4/2018,23,-0.675886476
9/4/2018,24,-0.311832227
9/5/2018,12,-0.8817841999999999
9/5/2018,13,-1.08747197
9/5/2018,14,-1.071505766
9/5/2018,15,-1.123814907
9/5/2018,16,-0.723606538
9/5/2018,17,-0.719086178
9/5/2018,18,-0.893586123
9/5/2018,19,-0.829609044
9/5/2018,20,-0.918283781
9/5/2018,21,-1.0929039870000001
9/5/2018,1,-1.210089274
9/5/2018,2,-1.10650187
9/5/2018,3,-1.115711115
9/5/2018,4,-1.052620728
9/5/2018,5,-1.128319707
9/5/2018,6,-1.131173395
9/5/2018,7,-1.120753554
9/5/2018,8,-1.0217638409999998
9/5/2018,9,-1.043087469
9/5/2018,10,-0.735211508
9/5/2018,11,-1.078474868
9/5/2018,22,-0.759075798
9/5/2018,23,-0.961768568
9/5/2018,24,-0.711717852
9/6/2018,12,-1.521418788
9/6/2018,13,-1.29388793
9/6/2018,14,-1.3875296119999998
9/6/2018,15,-0.214697749
9/6/2018,16,-1.8428350580000001
9/6/2018,17,-1.875377078
9/6/2018,18,-1.783706779
9/6/2018,19,-1.565850129
9/6/2018,20,-1.206573408
9/6/2018,21,-0.800494189
9/6/2018,1,-1.229315215
9/6/2018,2,-1.333063772
9/6/2018,3,-1.339805582
9/6/2018,4,-1.357886269
9/6/2018,5,-1.428959245
9/6/2018,6,-1.4474221090000001
9/6/2018,7,-1.436637317
9/6/2018,8,-1.7621976769999999
9/6/2018,9,-1.555367287
9/6/2018,10,-1.701435487
9/6/2018,11,-0.35445339200000003
9/6/2018,22,-0.350695229
9/6/2018,23,-1.6020253309999999
9/6/2018,24,-1.820296062
9/7/2018,12,0.013102541
9/7/2018,13,-0.08607213699999999
9/7/2018,14,-0.652552493
9/7/2018,15,-0.43486044700000004
9/7/2018,16,0.064247365
9/7/2018,17,-0.037818466
9/7/2018,18,-0.595442183
9/7/2018,19,-0.373321894
9/7/2018,20,-0.46522338
9/7/2018,21,-0.8143871009999999
9/7/2018,1,-0.578147749
9/7/2018,2,-0.488342404
9/7/2018,3,-0.486860955
9/7/2018,4,-0.416957335
9/7/2018,5,-0.464574586
9/7/2018,6,-0.44952032799999997
9/7/2018,7,-0.44580068
9/7/2018,8,-0.47934507
9/7/2018,9,-0.525353311
9/7/2018,10,-0.118170339
9/7/2018,11,-0.793811266
9/7/2018,22,-0.5661600689999999
9/7/2018,23,-0.603276255
9/7/2018,24,-0.166320731
9/8/2018,12,-0.928849017
9/8/2018,13,-0.510052428
9/8/2018,14,-0.609275325
9/8/2018,15,-0.377322951
9/8/2018,16,-0.685030584
9/8/2018,17,-0.58091182
9/8/2018,18,-0.427955105
9/8/2018,19,-0.432956933
9/8/2018,20,-0.42924302299999995
9/8/2018,21,-0.525179201
9/8/2018,1,-0.93985826
9/8/2018,2,-0.902609001
9/8/2018,3,-0.9029561620000001
9/8/2018,4,-0.7352882740000001
9/8/2018,5,-0.450194056
9/8/2018,6,-0.47856941
9/8/2018,7,-0.47192030799999996
9/8/2018,8,-0.602029818
9/8/2018,9,-0.520843705
9/8/2018,10,-0.617003345
9/8/2018,11,-0.522696299
9/8/2018,22,-0.128057953
9/8/2018,23,-0.688866913
9/8/2018,24,-0.5018860829999999
9/9/2018,12,-0.890358785
9/9/2018,13,-1.167359095
9/9/2018,14,-0.630235325
9/9/2018,15,-0.835879374
9/9/2018,16,-0.735445798
9/9/2018,17,-0.570735874
9/9/2018,18,-0.42737238299999997
9/9/2018,19,-0.5843918810000001
9/9/2018,20,-0.916913925
9/9/2018,21,-0.850746654
9/9/2018,1,0.003362698
9/9/2018,2,-0.075600425
9/9/2018,3,-0.08831251400000001
9/9/2018,4,-0.066238155
9/9/2018,5,-0.06113707
9/9/2018,6,-0.284644817
9/9/2018,7,-0.177857121
9/9/2018,8,-0.46974458799999996
9/9/2018,9,-0.380886535
9/9/2018,10,-0.82612694
9/9/2018,11,-0.860920013
9/9/2018,22,-0.8563535640000001
9/9/2018,23,-0.36336786
9/9/2018,24,-0.623115964
9/10/2018,12,-1.373387766
9/10/2018,13,-1.8606792840000002
9/10/2018,14,-1.902569405
9/10/2018,15,-2.449309567
9/10/2018,16,-1.046227614
9/10/2018,17,-1.270920691
9/10/2018,18,-1.400132138
9/10/2018,19,-1.8177275590000002
9/10/2018,20,-1.889324675
9/10/2018,21,-1.943569035
9/10/2018,1,-1.3684630869999999
9/10/2018,2,-1.450192938
9/10/2018,3,-1.4521169719999998
9/10/2018,4,-1.5187133940000002
9/10/2018,5,-1.4785451280000002
9/10/2018,6,-1.472175721
9/10/2018,7,-1.5172261530000002
9/10/2018,8,-1.421674949
9/10/2018,9,-1.6516045030000002
9/10/2018,10,-0.302283495
9/10/2018,11,-2.235409238
9/10/2018,22,-2.098659893
9/10/2018,23,-1.843571005
9/10/2018,24,-1.201863631
9/11/2018,12,-0.205625366
9/11/2018,13,-0.266651818
9/11/2018,14,-0.758126362
9/11/2018,15,-1.6722254559999998
9/11/2018,16,-0.590655456
9/11/2018,17,-0.608727775
9/11/2018,18,-0.598795906
9/11/2018,19,-0.6791163440000001
9/11/2018,20,-0.759045242
9/11/2018,21,-0.962311519
9/11/2018,1,-1.055561358
9/11/2018,2,-1.244066579
9/11/2018,3,-1.265774993
9/11/2018,4,-1.266259193
9/11/2018,5,-1.1824189440000001
9/11/2018,6,-0.744993555
9/11/2018,7,-1.318132833
9/11/2018,8,-0.605746288
9/11/2018,9,-0.6798598840000001
9/11/2018,10,-0.374016215
9/11/2018,11,-1.30533318
9/11/2018,22,-0.861999595
9/11/2018,23,-0.71221974
9/11/2018,24,-0.6156116770000001
9/12/2018,12,-0.475329024
9/12/2018,13,-0.546870506
9/12/2018,14,-0.591161186
9/12/2018,15,-0.7363298779999999
9/12/2018,16,-0.455709601
9/12/2018,17,-0.587607121
9/12/2018,18,-0.537562457
9/12/2018,19,-0.556954898
9/12/2018,20,-0.6410511720000001
9/12/2018,21,-0.6857838890000001
9/12/2018,1,-0.846904875
9/12/2018,2,-0.781237491
9/12/2018,3,-0.8469853509999999
9/12/2018,4,-0.88263846
9/12/2018,5,-0.749745297
9/12/2018,6,-0.706864829
9/12/2018,7,-0.818559935
9/12/2018,8,-0.59295729
9/12/2018,9,-0.563795021
9/12/2018,10,-0.428578068
9/12/2018,11,-0.749603272
9/12/2018,22,-0.673087907
9/12/2018,23,-0.538802538
9/12/2018,24,-0.5465208579999999
9/13/2018,12,-0.9402943690000001
9/13/2018,13,-0.529867801
9/13/2018,14,-0.625691015
9/13/2018,15,-0.686012691
9/13/2018,16,-0.776352797
9/13/2018,17,-0.7313474940000001
9/13/2018,18,-0.585969883
9/13/2018,19,-0.6295666360000001
9/13/2018,20,-0.590996628
9/13/2018,21,-0.721280908
9/13/2018,1,-0.855997305
9/13/2018,2,-0.8459164990000001
9/13/2018,3,-0.831986317
9/13/2018,4,-0.83298293
9/13/2018,5,-0.8041177490000001
9/13/2018,6,-0.806806868
9/13/2018,7,-0.815786153
9/13/2018,8,-0.671960421
9/13/2018,9,-0.640850702
9/13/2018,10,-0.7794256070000001
9/13/2018,11,-0.80369571
9/13/2018,22,-0.518295834
9/13/2018,23,-0.6845634620000001
9/13/2018,24,-0.651830433
9/14/2018,12,-0.616488215
9/14/2018,13,-0.555825317
9/14/2018,14,-0.90312009
9/14/2018,15,-0.488812731
9/14/2018,16,-0.858471063
9/14/2018,17,-0.7511285059999999
9/14/2018,18,-0.6944219209999999
9/14/2018,19,-0.80851746
9/14/2018,20,-0.926506588
9/14/2018,21,-0.822422937
9/14/2018,1,-2.029115214
9/14/2018,2,-1.859216025
9/14/2018,3,-1.903314718
9/14/2018,4,-1.9627999040000002
9/14/2018,5,-1.615087051
9/14/2018,6,-1.157460669
9/14/2018,7,-1.359624727
9/14/2018,8,-0.951285025
9/14/2018,9,-1.023346778
9/14/2018,10,-0.6886797720000001
9/14/2018,11,-0.879326015
9/14/2018,22,-0.936603898
9/14/2018,23,-0.756434655
9/14/2018,24,-0.592428571
9/15/2018,12,-1.723450075
9/15/2018,13,-2.046385697
9/15/2018,14,-1.557150894
9/15/2018,15,-1.672753177
9/15/2018,16,-1.496488597
9/15/2018,17,-1.010601227
9/15/2018,18,-1.035644344
9/15/2018,19,-1.100098644
9/15/2018,20,-1.34497248
9/15/2018,21,-1.666349272
9/15/2018,1,-1.445699595
9/15/2018,2,-1.515575704
9/15/2018,3,-1.49445847
9/15/2018,4,-1.6174849980000001
9/15/2018,5,-1.552441025
9/15/2018,6,-1.5526610109999999
9/15/2018,7,-1.5662996480000002
9/15/2018,8,-1.328267046
9/15/2018,9,-1.2018543240000001
9/15/2018,10,-0.67592429
9/15/2018,11,-1.8583861990000001
9/15/2018,22,-1.5750152080000002
9/15/2018,23,-1.27259953
9/15/2018,24,-0.429703293
9/16/2018,12,-0.27067047699999996
9/16/2018,13,-0.271085229
9/16/2018,14,-0.942076678
9/16/2018,15,-1.418623882
9/16/2018,16,-1.7928631959999999
9/16/2018,17,-2.026709961
9/16/2018,18,-1.263975471
9/16/2018,19,-0.698408623
9/16/2018,20,-0.6885758329999999
9/16/2018,21,-1.410943211
9/16/2018,1,-1.886562435
9/16/2018,2,-1.830451759
9/16/2018,3,-1.891458197
9/16/2018,4,-2.017152593
9/16/2018,5,-1.8669115090000001
9/16/2018,6,-2.1514108519999997
9/16/2018,7,-2.308346834
9/16/2018,8,-2.256500216
9/16/2018,9,-2.255208468
9/16/2018,10,-1.140988183
9/16/2018,11,-1.949765398
9/16/2018,22,-1.2499645590000001
9/16/2018,23,-1.121790291
9/16/2018,24,-0.9781403890000001
9/17/2018,12,0.24713552100000002
9/17/2018,13,0.144862729
9/17/2018,14,-0.523195365
9/17/2018,15,-0.67963223
9/17/2018,16,-0.38261188
9/17/2018,17,-0.439919071
9/17/2018,18,-0.470369243
9/17/2018,19,-0.34338904200000003
9/17/2018,20,-0.40137600700000003
9/17/2018,21,-0.520236816
9/17/2018,1,-0.8355636670000001
9/17/2018,2,-0.749758005
9/17/2018,3,-0.7613853759999999
9/17/2018,4,-0.8549719509999999
9/17/2018,5,-0.747812805
9/17/2018,6,-0.7012015429999999
9/17/2018,7,-0.72041174
9/17/2018,8,-0.659518786
9/17/2018,9,-0.6773622340000001
9/17/2018,10,0.009978029
9/17/2018,11,-0.5463519729999999
9/17/2018,22,-0.460514518
9/17/2018,23,-0.533688159
9/17/2018,24,-0.19171568600000002
9/18/2018,12,-1.1524962029999999
9/18/2018,13,-1.218245467
9/18/2018,14,-0.712351257
9/18/2018,15,-0.516355319
9/18/2018,16,0.41408268299999995
9/18/2018,17,-0.140376021
9/18/2018,18,-0.732244772
9/18/2018,19,-0.8011868609999999
9/18/2018,20,-0.561610785
9/18/2018,21,-0.309487275
9/18/2018,1,-1.213273461
9/18/2018,2,-1.151063867
9/18/2018,3,-1.207406864
9/18/2018,4,-1.19789334
9/18/2018,5,-0.936758415
9/18/2018,6,-0.614383887
9/18/2018,7,-1.137005275
9/18/2018,8,-0.653852785
9/18/2018,9,-0.6979558220000001
9/18/2018,10,-0.182233189
9/18/2018,11,-0.261872323
9/18/2018,22,-0.682175415
9/18/2018,23,-0.770564757
9/18/2018,24,-0.677014285
9/19/2018,12,-0.55677457
9/19/2018,13,-0.583047829
9/19/2018,14,0.074215257
9/19/2018,15,-0.139790733
9/19/2018,16,0.327498229
9/19/2018,17,0.5428739220000001
9/19/2018,18,0.24343021899999998
9/19/2018,19,0.38172103
9/19/2018,20,-0.166647627
9/19/2018,21,-0.17202014399999999
9/19/2018,1,-1.565273009
9/19/2018,2,-1.53024029
9/19/2018,3,-1.5411442569999998
9/19/2018,4,-1.398957851
9/19/2018,5,-1.478815456
9/19/2018,6,-0.655256301
9/19/2018,7,-1.276245799
9/19/2018,8,0.085896568
9/19/2018,9,-0.26798540000000004
9/19/2018,10,-0.11412243300000001
9/19/2018,11,-0.180349305
9/19/2018,22,-0.067172325
9/19/2018,23,-0.17137503699999998
9/19/2018,24,0.5037499320000001
9/20/2018,12,-0.314482307
9/20/2018,13,-0.43368282799999996
9/20/2018,14,-0.64839807
